search_term,product_name,unit_size,price,store,date,clean_price,normalized_qty,unit_type,unit_uncertain,price_per_unit,brand_type,category,scraper_error,name_match_uncertain
Dish Soap,"Publix Dawn Ultra Dishwashing Liquid Dish Soap, Original Scent",7.5 fl oz,Current price: $2.09,Publix,2026-02-07,2.06,7.5,oz,False,0.274667,Private,Household,False,False
Gala Apples,Publix Gala Apple,About 0.54 lb each,Current price: $1.59 each (estimated),Publix,2026-02-07,1.56,8.64,oz,False,0.180556,Private,Produce,False,False
Ground Beef 80/20,Publix Publix Market Ground Beef,About 1.15 lb / package,Current price: $8.91 per package (estimated),Publix,2026-02-07,8.91,18.4,oz,False,0.484239,Private,Meat,False,False
Iceberg Lettuce,Publix Iceberg Lettuce,,Current price: $2.97,Publix,2026-02-07,2.95,16,oz,True,0.184375,Private,Produce,False,False
Large Eggs (12 count),"Publix Publix Eggs, Large",12 ct,Current price: $2.43,Publix,2026-02-07,2.39,12.0,count,False,0.199167,Private,Dairy,False,False
Salted Butter,"Publix Publix Butter, Salted, Sweet Cream",8 oz,Current price: $3.87,Publix,2026-02-07,3.47,8.0,oz,False,0.43375,Private,Dairy,False,False
Spaghetti Pasta,"Publix Publix Spaghetti, Thin",16 oz,Current price: $1.37,Publix,2026-02-07,1.37,16.0,oz,False,0.085625,Private,Pantry,False,False
Tomato Sauce,Publix Contadina Tomato Sauce,14.5 oz,Current price: $1.97,Publix,2026-02-07,1.76,14.5,oz,False,0.121379,National,Pantry,False,False
White Bread,"Publix Publix Bread, Enriched, Large White",20 oz,Current price: $2.65,Publix,2026-02-07,2.64,20.0,oz,False,0.132,Private,Pantry,False,False
Whole Milk,"Publix Publix Milk, Whole",,Current price: $2.43,Publix,2026-02-07,2.39,64,oz,True,0.037344,Private,Dairy,False,False
Bananas,"Walmart Fresh Banana, Each",Each,$0.20,Walmart,2026-02-07,0.15,1.0,count,False,0.15,National,Produce,False,False
Chicken Breast,"Walmart Sanderson Farms Fresh Boneless Skinless Chicken Breast Fillets, 25g Protein, 4oz 112g, 1.6 - 3.05lb",1.6 - 3.05lb,$9.74,Walmart,2026-02-07,10.03,25.6,oz,False,0.391797,National,Meat,False,False
Dish Soap,"Walmart Dawn Ultra Liquid Dish Soap, Dishwashing Liquid, Grease Removal, Original, 5.8oz",5.8oz,$0.97,Walmart,2026-02-07,0.93,5.8,oz,False,0.160345,National,Household,False,False
Gala Apples,"Walmart Fresh Gala Apple, Each",Each,$0.73,Walmart,2026-02-07,0.74,1.0,count,False,0.74,National,Produce,False,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 1 lb Roll, Fresh, All Natural*",All Natural*,$6.83,Walmart,2026-02-07,6.95,16,oz,False,0.434375,National,Meat,False,False
Iceberg Lettuce,"Walmart Marketside Fresh Shredded Iceberg Lettuce, 8 oz, Bag",Bag,$1.97,Walmart,2026-02-07,1.98,8,oz,False,0.2475,National,Produce,False,False
Large Eggs (12 count),"Walmart Great Value Extra Large White Eggs, 12 Count",12 Count,$2.22,Walmart,2026-02-07,2.17,12.0,count,False,0.180833,National,Dairy,False,False
Salted Butter,"Walmart Land O Lakes Salted Butter in Half Sticks, 4 Half Sticks, 8 oz Pack",8 oz Pack,$2.86,Walmart,2026-02-07,2.87,8.0,count,False,0.35875,National,Dairy,False,False
Spaghetti Pasta,"Walmart Great Value Spaghetti, 16 oz",16 oz,$0.98,Walmart,2026-02-07,0.96,16.0,oz,False,0.06,National,Pantry,False,False
Tomato Sauce,"Walmart Great Value Tomato Sauce, 8 oz Can",8 oz Can,$0.48,Walmart,2026-02-07,0.44,8.0,oz,False,0.055,National,Pantry,False,False
White Bread,"Walmart Great Value White Sandwich Bread, 20 oz",20 oz,$1.54,Walmart,2026-02-07,1.5,20.0,oz,False,0.075,National,Pantry,False,False
Whole Milk,"Walmart Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",128 fl oz,$3.38,Walmart,2026-02-07,3.4,128.0,oz,False,0.026562,National,Dairy,False,False
Bananas,"Bananas, per lb",avg. 0.33 lb/piece  ($0.49/lb),$0.16,Aldi,2026-02-08,0.16,5.28,oz,False,0.030303,National,Produce,False,False
Chicken Breast,"Kirkwood Split Chicken Breasts, per lb",avg. 2.7 lb/package  ($1.99/lb),$5.37,Aldi,2026-02-08,5.38,43.2,oz,False,0.124537,National,Meat,False,False
Dish Soap,"Power Force Original Dishwashing Liquid Detergent, 24 fl oz",24 fl oz,$2.35,Aldi,2026-02-08,2.4,24.0,oz,False,0.1,National,Household,False,False
Gala Apples,"Gala Apples, 3 lb",3 lb,$1.99,Aldi,2026-02-08,2.09,48.0,oz,False,0.043542,National,Produce,False,False
Ground Beef 80/20,"Fresh  80% Lean 20% Fat Ground Beef Patties, 4 count",avg. 1.33 lb/package  ($5.59/lb),$7.43,Aldi,2026-02-08,7.42,21.28,oz,False,0.348684,National,Meat,False,False
Iceberg Lettuce,"Iceberg Lettuce, each",1 each,$2.09,Aldi,2026-02-08,2.22,1.0,count,False,2.22,National,Produce,False,False
Large Eggs (12 count),"Goldhen Free  Range Large Brown Grade A Eggs, 12 count",12 ct,$4.25,Aldi,2026-02-08,4.26,12.0,count,False,0.355,Private,Dairy,False,False
Salted Butter,"Countryside Creamery Salted Butter Sticks, 1 lb",16 oz,$3.29,Aldi,2026-02-08,3.38,16.0,oz,False,0.21125,National,Dairy,False,False
Spaghetti Pasta,"Bon Italia Spaghetti Rings with Meatballs, 15 oz Can",15 oz,$1.09,Aldi,2026-02-08,1.07,15.0,oz,False,0.071333,National,Pantry,False,False
Tomato Sauce,"Happy Harvest Tomato Sauce, 8 oz",8 oz,$0.55,Aldi,2026-02-08,0.59,8.0,oz,False,0.07375,National,Pantry,False,False
White Bread,"L'oven Fresh White Bread,  20 oz",20 oz,$1.55,Aldi,2026-02-08,1.51,20.0,oz,False,0.0755,National,Pantry,False,False
Whole Milk,"Friendly Farms Whole Milk, 0.5 gal",0.5 gal,$2.25,Aldi,2026-02-08,2.27,64.0,oz,False,0.035469,Private,Dairy,False,False
Bananas,Publix Green Banana,About 0.4 lb each,Current price: $0.28 each (estimated),Publix,2026-02-08,0.28,6.4,oz,False,0.04375,Private,Produce,False,False
Chicken Breast,Publix Just Bare Brand Boneless Skinless Chicken Breast Fillets,1.13 lb,Current price: $9.43,Publix,2026-02-08,9.43,18.08,oz,False,0.521571,National,Meat,False,False
Dish Soap,"Publix Dawn Ultra Dishwashing Liquid Dish Soap, Original Scent",7.5 fl oz,Current price: $2.09,Publix,2026-02-08,2.06,7.5,oz,False,0.274667,Private,Household,False,False
Gala Apples,Publix Gala Apple,About 0.54 lb each,Current price: $1.59 each (estimated),Publix,2026-02-08,1.59,8.64,oz,False,0.184028,Private,Produce,False,False
Ground Beef 80/20,Publix Publix Market Ground Beef,About 1.15 lb / package,Current price: $8.91 per package (estimated),Publix,2026-02-08,8.91,18.4,oz,False,0.484239,Private,Meat,False,False
Iceberg Lettuce,Publix Iceberg Lettuce,,Current price: $2.97,Publix,2026-02-08,2.99,16,oz,True,0.186875,Private,Produce,False,False
Large Eggs (12 count),"Publix Publix Eggs, Large",12 ct,Current price: $2.43,Publix,2026-02-08,2.45,12.0,count,False,0.204167,Private,Dairy,False,False
Salted Butter,"Publix Publix Butter, Salted, Sweet Cream",8 oz,Current price: $3.87,Publix,2026-02-08,3.35,8.0,oz,False,0.41875,Private,Dairy,False,False
Spaghetti Pasta,"Publix Publix Spaghetti, Thin",16 oz,Current price: $1.37,Publix,2026-02-08,1.4,16.0,oz,False,0.0875,Private,Pantry,False,False
Tomato Sauce,Publix Contadina Tomato Sauce,14.5 oz,Current price: $1.97,Publix,2026-02-08,1.71,14.5,oz,False,0.117931,National,Pantry,False,False
White Bread,"Publix Publix Bread, Enriched, Large White",20 oz,Current price: $2.65,Publix,2026-02-08,2.62,20.0,oz,False,0.131,Private,Pantry,False,False
Whole Milk,"Publix Publix Milk, Whole",,Current price: $2.43,Publix,2026-02-08,2.38,64,oz,True,0.037187,Private,Dairy,False,False
Bananas,"Walmart Fresh Banana, Each",Each,$0.20,Walmart,2026-02-08,0.22,1.0,count,False,0.22,National,Produce,False,False
Chicken Breast,"Walmart Sanderson Farms Fresh Boneless Skinless Chicken Breast Fillets, 25g Protein, 4oz 112g, 1.6 - 3.05lb",1.6 - 3.05lb,$9.74,Walmart,2026-02-08,10.0,25.6,oz,False,0.390625,National,Meat,False,False
Dish Soap,"Walmart Dawn Ultra Liquid Dish Soap, Dishwashing Liquid, Grease Removal, Original, 5.8oz",5.8oz,$0.97,Walmart,2026-02-08,0.98,5.8,oz,False,0.168966,National,Household,False,False
Gala Apples,"Walmart Fresh Gala Apple, Each",Each,$0.73,Walmart,2026-02-08,0.74,1.0,count,False,0.74,National,Produce,False,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 1 lb Roll, Fresh, All Natural*",All Natural*,$6.83,Walmart,2026-02-08,6.98,16,oz,False,0.43625,National,Meat,False,False
Iceberg Lettuce,"Walmart Marketside Fresh Shredded Iceberg Lettuce, 8 oz, Bag",Bag,$1.97,Walmart,2026-02-08,1.95,8,oz,False,0.24375,National,Produce,False,False
Large Eggs (12 count),"Walmart Great Value Extra Large White Eggs, 12 Count",12 Count,$2.22,Walmart,2026-02-08,2.24,12.0,count,False,0.186667,National,Dairy,False,False
Salted Butter,"Walmart Land O Lakes Salted Butter in Half Sticks, 4 Half Sticks, 8 oz Pack",8 oz Pack,$2.86,Walmart,2026-02-08,2.9,8.0,count,False,0.3625,National,Dairy,False,False
Spaghetti Pasta,"Walmart Great Value Spaghetti, 16 oz",16 oz,$0.98,Walmart,2026-02-08,0.99,16.0,oz,False,0.061875,National,Pantry,False,False
Tomato Sauce,"Walmart Great Value Tomato Sauce, 8 oz Can",8 oz Can,$0.48,Walmart,2026-02-08,0.47,8.0,oz,False,0.05875,National,Pantry,False,False
White Bread,"Walmart Great Value White Sandwich Bread, 20 oz",20 oz,$1.54,Walmart,2026-02-08,1.52,20.0,oz,False,0.076,National,Pantry,False,False
Whole Milk,"Walmart Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",128 fl oz,$3.38,Walmart,2026-02-08,3.38,128.0,oz,False,0.026406,National,Dairy,False,False
Bananas,"Bananas, per lb",avg. 0.33 lb/piece  ($0.49/lb),$0.16,Aldi,2026-02-09,0.21,5.28,oz,False,0.039773,National,Produce,False,False
Chicken Breast,"Kirkwood Split Chicken Breasts, per lb",avg. 2.7 lb/package  ($1.99/lb),$5.37,Aldi,2026-02-09,5.37,43.2,oz,False,0.124306,National,Meat,False,False
Dish Soap,"Power Force Original Dishwashing Liquid Detergent, 24 fl oz",24 fl oz,$2.35,Aldi,2026-02-09,2.35,24.0,oz,False,0.097917,National,Household,False,False
Gala Apples,"Gala Apples, 3 lb",3 lb,$1.99,Aldi,2026-02-09,2.1,48.0,oz,False,0.04375,National,Produce,False,False
Ground Beef 80/20,"Fresh  80% Lean 20% Fat Ground Beef Patties, 4 count",avg. 1.33 lb/package  ($5.59/lb),$7.43,Aldi,2026-02-09,7.41,21.28,oz,False,0.348214,National,Meat,False,False
Iceberg Lettuce,"Iceberg Lettuce, each",1 each,$2.09,Aldi,2026-02-09,2.23,1.0,count,False,2.23,National,Produce,False,False
Large Eggs (12 count),"Goldhen Free  Range Large Brown Grade A Eggs, 12 count",12 ct,$4.25,Aldi,2026-02-09,4.28,12.0,count,False,0.356667,Private,Dairy,False,False
Salted Butter,"Countryside Creamery Salted Butter Sticks, 1 lb",16 oz,$3.29,Aldi,2026-02-09,3.39,16.0,oz,False,0.211875,National,Dairy,False,False
Spaghetti Pasta,"Bon Italia Spaghetti Rings with Meatballs, 15 oz Can",15 oz,$1.09,Aldi,2026-02-09,1.09,15.0,oz,False,0.072667,National,Pantry,False,False
Tomato Sauce,"Happy Harvest Tomato Sauce, 8 oz",8 oz,$0.55,Aldi,2026-02-09,0.59,8.0,oz,False,0.07375,National,Pantry,False,False
White Bread,"L'oven Fresh White Bread,  20 oz",20 oz,$1.55,Aldi,2026-02-09,1.55,20.0,oz,False,0.0775,National,Pantry,False,False
Whole Milk,"Friendly Farms Whole Milk, 0.5 gal",0.5 gal,$2.25,Aldi,2026-02-09,2.27,64.0,oz,False,0.035469,Private,Dairy,False,False
Bananas,Publix Green Banana,About 0.4 lb each,Current price: $0.28 each (estimated),Publix,2026-02-09,0.26,6.4,oz,False,0.040625,Private,Produce,False,False
Chicken Breast,Publix Just Bare Brand Boneless Skinless Chicken Breast Fillets,1.13 lb,Current price: $9.43,Publix,2026-02-09,9.46,18.08,oz,False,0.52323,National,Meat,False,False
Dish Soap,"Publix Dawn Ultra Dishwashing Liquid Dish Soap, Original Scent",7.5 fl oz,Current price: $2.09,Publix,2026-02-09,2.05,7.5,oz,False,0.273333,Private,Household,False,False
Gala Apples,Publix Gala Apple,About 0.54 lb each,Current price: $1.59 each (estimated),Publix,2026-02-09,1.6,8.64,oz,False,0.185185,Private,Produce,False,False
Ground Beef 80/20,Publix Publix Market Ground Beef,About 1.15 lb / package,Current price: $8.91 per package (estimated),Publix,2026-02-09,8.87,18.4,oz,False,0.482065,Private,Meat,False,False
Iceberg Lettuce,Publix Iceberg Lettuce,,Current price: $2.97,Publix,2026-02-09,2.95,16,oz,True,0.184375,Private,Produce,False,False
Large Eggs (12 count),"Publix Publix Eggs, Large",12 ct,Current price: $2.43,Publix,2026-02-09,2.44,12.0,count,False,0.203333,Private,Dairy,False,False
Salted Butter,"Publix Publix Butter, Salted, Sweet Cream",8 oz,Current price: $3.87,Publix,2026-02-09,3.29,8.0,oz,False,0.41125,Private,Dairy,False,False
Spaghetti Pasta,"Publix Publix Spaghetti, Thin",16 oz,Current price: $1.37,Publix,2026-02-09,1.37,16.0,oz,False,0.085625,Private,Pantry,False,False
Tomato Sauce,Publix Contadina Tomato Sauce,14.5 oz,Current price: $1.97,Publix,2026-02-09,1.66,14.5,oz,False,0.114483,National,Pantry,False,False
White Bread,"Publix Publix Bread, Enriched, Large White",20 oz,Current price: $2.65,Publix,2026-02-09,2.61,20.0,oz,False,0.1305,Private,Pantry,False,False
Whole Milk,"Publix Publix Milk, Whole",,Current price: $2.43,Publix,2026-02-09,2.43,64,oz,True,0.037969,Private,Dairy,False,False
Bananas,"Walmart Fresh Banana, Each",Each,$0.20,Walmart,2026-02-09,0.17,1.0,count,False,0.17,National,Produce,False,False
Chicken Breast,"Walmart Sanderson Farms Fresh Boneless Skinless Chicken Breast Fillets, 25g Protein, 4oz 112g, 1.6 - 3.05lb",1.6 - 3.05lb,$9.74,Walmart,2026-02-09,10.1,25.6,oz,False,0.394531,National,Meat,False,False
Dish Soap,"Walmart Dawn Ultra Liquid Dish Soap, Dishwashing Liquid, Grease Removal, Original, 5.8oz",5.8oz,$0.97,Walmart,2026-02-09,0.92,5.8,oz,False,0.158621,National,Household,False,False
Gala Apples,"Walmart Fresh Gala Apple, Each",Each,$0.73,Walmart,2026-02-09,0.72,1.0,count,False,0.72,National,Produce,False,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 1 lb Roll, Fresh, All Natural*",All Natural*,$6.83,Walmart,2026-02-09,7.0,16,oz,False,0.4375,National,Meat,False,False
Iceberg Lettuce,"Walmart Marketside Fresh Shredded Iceberg Lettuce, 8 oz, Bag",Bag,$1.97,Walmart,2026-02-09,1.96,8,oz,False,0.245,National,Produce,False,False
Large Eggs (12 count),"Walmart Great Value Extra Large White Eggs, 12 Count",12 Count,$2.22,Walmart,2026-02-09,2.24,12.0,count,False,0.186667,National,Dairy,False,False
Salted Butter,"Walmart Land O Lakes Salted Butter in Half Sticks, 4 Half Sticks, 8 oz Pack",8 oz Pack,$2.86,Walmart,2026-02-09,2.91,8.0,count,False,0.36375,National,Dairy,False,False
Spaghetti Pasta,"Walmart Great Value Spaghetti, 16 oz",16 oz,$0.98,Walmart,2026-02-09,0.98,16.0,oz,False,0.06125,National,Pantry,False,False
Tomato Sauce,"Walmart Great Value Tomato Sauce, 8 oz Can",8 oz Can,$0.48,Walmart,2026-02-09,0.5,8.0,oz,False,0.0625,National,Pantry,False,False
White Bread,"Walmart Great Value White Sandwich Bread, 20 oz",20 oz,$1.54,Walmart,2026-02-09,1.51,20.0,oz,False,0.0755,National,Pantry,False,False
Whole Milk,"Walmart Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",128 fl oz,$3.38,Walmart,2026-02-09,3.36,128.0,oz,False,0.02625,National,Dairy,False,False
Bananas,"Bananas, per lb",avg. 0.33 lb/piece  ($0.49/lb),$0.16,Aldi,2026-02-10,0.2,5.28,oz,False,0.037879,National,Produce,False,False
Chicken Breast,"Kirkwood Split Chicken Breasts, per lb",avg. 2.7 lb/package  ($1.99/lb),$5.37,Aldi,2026-02-10,5.39,43.2,oz,False,0.124769,National,Meat,False,False
Dish Soap,"Power Force Original Dishwashing Liquid Detergent, 24 fl oz",24 fl oz,$2.35,Aldi,2026-02-10,2.39,24.0,oz,False,0.099583,National,Household,False,False
Gala Apples,"Gala Apples, 3 lb",3 lb,$1.99,Aldi,2026-02-10,2.06,48.0,oz,False,0.042917,National,Produce,False,False
Ground Beef 80/20,"Fresh  80% Lean 20% Fat Ground Beef Patties, 4 count",avg. 1.33 lb/package  ($5.59/lb),$7.43,Aldi,2026-02-10,7.4,21.28,oz,False,0.347744,National,Meat,False,False
Iceberg Lettuce,"Iceberg Lettuce, each",1 each,$2.09,Aldi,2026-02-10,2.32,1.0,count,False,2.32,National,Produce,False,False
Large Eggs (12 count),"Goldhen Free  Range Large Brown Grade A Eggs, 12 count",12 ct,$4.25,Aldi,2026-02-10,4.26,12.0,count,False,0.355,Private,Dairy,False,False
Salted Butter,"Countryside Creamery Salted Butter Sticks, 1 lb",16 oz,$3.29,Aldi,2026-02-10,3.44,16.0,oz,False,0.215,National,Dairy,False,False
Spaghetti Pasta,"Bon Italia Spaghetti Rings with Meatballs, 15 oz Can",15 oz,$1.09,Aldi,2026-02-10,1.13,15.0,oz,False,0.075333,National,Pantry,False,False
Tomato Sauce,"Happy Harvest Tomato Sauce, 8 oz",8 oz,$0.55,Aldi,2026-02-10,0.6,8.0,oz,False,0.075,National,Pantry,False,False
White Bread,"L'oven Fresh White Bread,  20 oz",20 oz,$1.55,Aldi,2026-02-10,1.6,20.0,oz,False,0.08,National,Pantry,False,False
Whole Milk,"Friendly Farms Whole Milk, 0.5 gal",0.5 gal,$2.25,Aldi,2026-02-10,2.29,64.0,oz,False,0.035781,Private,Dairy,False,False
Bananas,Publix Green Banana,About 0.4 lb each,Current price: $0.28 each (estimated),Publix,2026-02-10,0.26,6.4,oz,False,0.040625,Private,Produce,False,False
Chicken Breast,Publix Just Bare Brand Boneless Skinless Chicken Breast Fillets,1.13 lb,Current price: $9.43,Publix,2026-02-10,9.39,18.08,oz,False,0.519358,National,Meat,False,False
Dish Soap,"Publix Dawn Ultra Dishwashing Liquid Dish Soap, Original Scent",7.5 fl oz,Current price: $2.09,Publix,2026-02-10,2.04,7.5,oz,False,0.272,Private,Household,False,False
Gala Apples,Publix Gala Apple,About 0.54 lb each,Current price: $1.59 each (estimated),Publix,2026-02-10,1.58,8.64,oz,False,0.18287,Private,Produce,False,False
Ground Beef 80/20,Publix Publix Market Ground Beef,About 1.15 lb / package,Current price: $8.91 per package (estimated),Publix,2026-02-10,8.86,18.4,oz,False,0.481522,Private,Meat,False,False
Iceberg Lettuce,Publix Iceberg Lettuce,,Current price: $2.97,Publix,2026-02-10,2.95,16,oz,True,0.184375,Private,Produce,False,False
Large Eggs (12 count),"Publix Publix Eggs, Large",12 ct,Current price: $2.43,Publix,2026-02-10,2.39,12.0,count,False,0.199167,Private,Dairy,False,False
Salted Butter,"Publix Publix Butter, Salted, Sweet Cream",8 oz,Current price: $3.87,Publix,2026-02-10,3.24,8.0,oz,False,0.405,Private,Dairy,False,False
Spaghetti Pasta,"Publix Publix Spaghetti, Thin",16 oz,Current price: $1.37,Publix,2026-02-10,1.41,16.0,oz,False,0.088125,Private,Pantry,False,False
Tomato Sauce,Publix Contadina Tomato Sauce,14.5 oz,Current price: $1.97,Publix,2026-02-10,1.55,14.5,oz,False,0.106897,National,Pantry,False,False
White Bread,"Publix Publix Bread, Enriched, Large White",20 oz,Current price: $2.65,Publix,2026-02-10,2.69,20.0,oz,False,0.1345,Private,Pantry,False,False
Whole Milk,"Publix Publix Milk, Whole",,Current price: $2.43,Publix,2026-02-10,2.48,64,oz,True,0.03875,Private,Dairy,False,False
Bananas,"Walmart Fresh Banana, Each",Each,$0.20,Walmart,2026-02-10,0.19,1.0,count,False,0.19,National,Produce,False,False
Chicken Breast,"Walmart Sanderson Farms Fresh Boneless Skinless Chicken Breast Fillets, 25g Protein, 4oz 112g, 1.6 - 3.05lb",1.6 - 3.05lb,$9.74,Walmart,2026-02-10,10.17,25.6,oz,False,0.397266,National,Meat,False,False
Dish Soap,"Walmart Dawn Ultra Liquid Dish Soap, Dishwashing Liquid, Grease Removal, Original, 5.8oz",5.8oz,$0.97,Walmart,2026-02-10,0.99,5.8,oz,False,0.17069,National,Household,False,False
Gala Apples,"Walmart Fresh Gala Apple, Each",Each,$0.73,Walmart,2026-02-10,0.71,1.0,count,False,0.71,National,Produce,False,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 1 lb Roll, Fresh, All Natural*",All Natural*,$6.83,Walmart,2026-02-10,7.05,16,oz,False,0.440625,National,Meat,False,False
Iceberg Lettuce,"Walmart Marketside Fresh Shredded Iceberg Lettuce, 8 oz, Bag",Bag,$1.97,Walmart,2026-02-10,1.98,8,oz,False,0.2475,National,Produce,False,False
Large Eggs (12 count),"Walmart Great Value Extra Large White Eggs, 12 Count",12 Count,$2.22,Walmart,2026-02-10,2.25,12.0,count,False,0.1875,National,Dairy,False,False
Salted Butter,"Walmart Land O Lakes Salted Butter in Half Sticks, 4 Half Sticks, 8 oz Pack",8 oz Pack,$2.86,Walmart,2026-02-10,2.88,8.0,count,False,0.36,National,Dairy,False,False
Spaghetti Pasta,"Walmart Great Value Spaghetti, 16 oz",16 oz,$0.98,Walmart,2026-02-10,0.96,16.0,oz,False,0.06,National,Pantry,False,False
Tomato Sauce,"Walmart Great Value Tomato Sauce, 8 oz Can",8 oz Can,$0.48,Walmart,2026-02-10,0.51,8.0,oz,False,0.06375,National,Pantry,False,False
White Bread,"Walmart Great Value White Sandwich Bread, 20 oz",20 oz,$1.54,Walmart,2026-02-10,1.56,20.0,oz,False,0.078,National,Pantry,False,False
Whole Milk,"Walmart Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",128 fl oz,$3.38,Walmart,2026-02-10,3.41,128.0,oz,False,0.026641,National,Dairy,False,False
Bananas,"Bananas, per lb",avg. 0.33 lb/piece  ($0.49/lb),$0.16,Aldi,2026-02-11,0.11,5.28,oz,False,0.020833,National,Produce,False,False
Chicken Breast,"Kirkwood Split Chicken Breasts, per lb",avg. 2.7 lb/package  ($1.99/lb),$5.37,Aldi,2026-02-11,5.33,43.2,oz,False,0.12338,National,Meat,False,False
